,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category
569,Order Finished,Sally Knutson,2011-11-19,39,602720,0.09,54245,Office Supplies,Paper
570,Order Finished,Sally Knutson,2009-04-29,49,14004160,0.1,1400416,Furniture,Tables
573,Order Finished,Sally Knutson,2010-06-15,37,204920,0.08,16394,Office Supplies,Labels
574,Order Finished,Marina Lichtenstein,2009-08-09,3,43280,0.08,3462,Office Supplies,Binders & Binder Accessories
575,Order Finished,Christina De Moss,2009-09-20,48,256000,0.09,23040,Office Supplies,Labels
576,Order Returned,Luke Weiss,2012-03-20,16,88200,0.04,3528,Office Supplies,Pens & Art Supplies
577,Order Finished,Sally Knutson,2012-03-23,45,264620,0.02,5292,Office Supplies,Binders & Binder Accessories
578,Order Finished,Michelle Arnett,2010-07-19,47,357020,0.0,0,Office Supplies,Labels
580,Order Finished,Anthony Johnson,2009-03-27,25,572140,0.07,40050,Office Supplies,Appliances
583,Order Returned,Monica Federle,2010-08-24,26,2764620,0.03,82939,Furniture,Office Furnishings
584,Order Returned,Kimberly Carter,2011-08-10,19,2820880,0.07,197462,Furniture,Office Furnishings
586,Order Returned,Sanjit Chand,2012-10-30,35,1477380,0.1,147738,Furniture,Office Furnishings
587,Order Finished,Marina Lichtenstein,2010-05-07,17,368180,0.07,25773,Office Supplies,Envelopes
588,Order Finished,Joy Smith,2011-04-09,36,3292100,0.08,263368,Office Supplies,Paper
589,Order Finished,Christina De Moss,2010-06-03,46,15614900,0.02,312298,Office Supplies,Storage & Organization
592,Order Finished,Michelle Arnett,2010-01-05,34,1405580,0.04,56223,Furniture,Office Furnishings
593,Order Finished,Sally Knutson,2011-12-30,40,479720,0.04,19189,Office Supplies,Rubber Bands
595,Order Finished,Joy Smith,2010-05-28,3,673680,0.08,53894,Furniture,Bookcases
596,Order Finished,Sonia Sunley,2010-06-28,47,11355218,0.04,454209,Technology,Telephones & Communication
598,Order Finished,Emily Grady,2012-02-27,26,1784760,0.0,0,Technology,Computer Peripherals
602,Order Finished,Anna Andreadi,2010-01-05,6,99100,0.06,5946,Office Supplies,Paper
603,Order Finished,Emily Grady,2012-04-21,24,1430800,0.08,114464,Technology,Computer Peripherals
604,Order Finished,Barbara Fisher,2009-06-17,25,227500,0.0,0,Office Supplies,Binders & Binder Accessories
606,Order Finished,Kelly Williams,2012-07-16,50,2813280,0.02,56266,Office Supplies,Envelopes
610,Order Finished,Jocasta Rupert,2009-01-23,18,272820,0.0,0,Office Supplies,"Scissors, Rulers & Trimmers"
617,Order Finished,Sonia Sunley,2010-02-27,2,26600,0.09,2394,Office Supplies,Labels
618,Order Finished,Sonia Sunley,2012-06-25,17,7633180,0.01,76332,Office Supplies,Appliances
619,Order Finished,Dennis Bolton,2012-03-13,10,388580,0.1,38858,Furniture,Office Furnishings
621,Order Finished,Dennis Bolton,2012-07-03,13,95860,0.04,3834,Office Supplies,Labels
623,Order Finished,Stewart Carmichael,2009-07-24,20,1878780,0.07,131515,Office Supplies,Appliances
625,Order Finished,Sonia Sunley,2010-04-15,5,731860,0.05,36593,Technology,Computer Peripherals
627,Order Finished,Sonia Sunley,2011-03-15,36,340840,0.1,34084,Office Supplies,Binders & Binder Accessories
632,Order Finished,Alex Avila,2012-01-22,40,3000340,0.06,180020,Technology,Computer Peripherals
633,Order Finished,Anna Andreadi,2012-04-05,30,408980,0.05,20449,Office Supplies,Paper
635,Order Finished,Sonia Sunley,2012-03-23,33,7955940,0.06,477356,Office Supplies,Binders & Binder Accessories
638,Order Finished,Alex Avila,2010-08-21,30,402740,0.1,40274,Office Supplies,Paper
639,Order Finished,Jim Karlsson,2012-10-26,42,1879540,0.0,0,Technology,Computer Peripherals
640,Order Finished,Sonia Sunley,2010-10-06,42,374560,0.06,22474,Office Supplies,Paper
641,Order Finished,Alex Avila,2010-03-13,8,1527297,0.06,91638,Technology,Telephones & Communication
644,Order Finished,Barbara Fisher,2010-01-18,7,234124,0.09,21071,Technology,Telephones & Communication
645,Order Finished,Lisa De Cherney,2009-12-12,16,144160,0.04,5766,Office Supplies,Paper
647,Order Finished,Alex Avila,2012-12-09,50,1838000,0.0,0,Furniture,Office Furnishings
649,Order Finished,Angele Hood,2012-11-04,23,12553660,0.09,1129829,Furniture,Chairs & Chairmats
650,Order Finished,Seth Vernon,2010-07-20,26,245020,0.06,14701,Office Supplies,Paper
654,Order Finished,Roy Skaria,2012-03-23,35,506300,0.03,15189,Technology,Computer Peripherals
655,Order Finished,Jim Karlsson,2011-04-13,22,166040,0.08,13283,Office Supplies,Binders & Binder Accessories
656,Order Returned,Barbara Fisher,2011-09-06,8,106280,0.0,0,Office Supplies,Binders & Binder Accessories
658,Order Finished,Seth Vernon,2012-03-04,12,101380,0.04,4055,Office Supplies,Rubber Bands
659,Order Finished,Alex Avila,2009-11-03,11,3731880,0.04,149275,Furniture,Chairs & Chairmats
663,Order Finished,Anthony O'Donnell,2012-05-05,32,2564980,0.07,179549,Furniture,Office Furnishings
664,Order Finished,Barbara Fisher,2010-06-23,22,692840,0.05,34642,Technology,Computer Peripherals
666,Order Returned,Dennis Bolton,2009-03-07,20,18836280,0.09,1695265,Technology,Office Machines
668,Order Finished,Sarah Foster,2009-08-15,42,3622600,0.07,253582,Office Supplies,Appliances
669,Order Finished,Anna Andreadi,2009-10-02,43,14072220,0.0,0,Office Supplies,Storage & Organization
670,Order Finished,Roy Skaria,2012-01-01,45,4709600,0.03,141288,Technology,Computer Peripherals
672,Order Finished,Dennis Bolton,2010-08-04,41,304560,0.06,18274,Office Supplies,Binders & Binder Accessories
673,Order Finished,Alex Avila,2010-11-08,14,251080,0.03,7532,Office Supplies,Binders & Binder Accessories
674,Order Finished,Roy Skaria,2012-12-04,36,456020,0.06,27361,Office Supplies,Paper
675,Order Finished,Seth Vernon,2011-03-10,2,115000,0.02,2300,Technology,Computer Peripherals
677,Order Finished,Peter Buhler,2009-02-22,27,264720,0.05,13236,Technology,Computer Peripherals
680,Order Finished,Alex Avila,2010-04-12,17,236720,0.08,18938,Office Supplies,Paper
684,Order Finished,Daniel Lacy,2012-04-14,19,318480,0.09,28663,Technology,Computer Peripherals
688,Order Finished,Shahid Shariari,2011-01-09,3,2652180,0.0,0,Office Supplies,Binders & Binder Accessories
691,Order Finished,Mike Vittorini,2012-01-16,29,213560,0.0,0,Office Supplies,Pens & Art Supplies
694,Order Finished,Shahid Shariari,2012-10-06,16,236760,0.04,9470,Office Supplies,Binders & Binder Accessories
695,Order Finished,Liz Price,2011-03-24,45,507780,0.01,5078,Office Supplies,Envelopes
696,Order Returned,Lela Donovan,2012-10-02,22,3113740,0.04,124550,Office Supplies,Appliances
697,Order Finished,Mike Vittorini,2012-08-14,8,35440,0.02,709,Furniture,Office Furnishings
698,Order Finished,Shahid Shariari,2011-02-26,9,131220,0.08,10498,Technology,Computer Peripherals
699,Order Returned,Ralph Kennedy,2012-11-10,16,9803980,0.04,392159,Office Supplies,Binders & Binder Accessories
700,Order Finished,Rob Dowd,2012-09-13,30,8611580,0.0,0,Office Supplies,Storage & Organization
701,Order Finished,Ralph Kennedy,2012-05-10,45,3983406,0.07,278838,Technology,Telephones & Communication
704,Order Finished,Kristina Nunn,2009-05-20,15,594100,0.09,53469,Office Supplies,Appliances
705,Order Finished,Ralph Kennedy,2009-06-21,24,134700,0.07,9429,Office Supplies,Labels
706,Order Finished,Ricardo Emerson,2011-08-07,29,1714840,0.07,120039,Technology,Computer Peripherals
711,Order Finished,Trudy Schmidt,2010-12-21,33,1459840,0.0,0,Technology,Computer Peripherals
712,Order Finished,Thomas Brumley,2012-08-10,32,5186160,0.0,0,Furniture,Office Furnishings
714,Order Finished,Vicky Freymann,2012-05-05,12,3425320,0.1,342532,Technology,Computer Peripherals
715,Order Finished,Lela Donovan,2010-07-21,20,620620,0.02,12412,Furniture,Office Furnishings
717,Order Finished,Mike Vittorini,2010-08-24,35,466780,0.06,28007,Office Supplies,Paper
720,Order Finished,Tony Chapman,2012-03-22,29,2389920,0.04,95597,Technology,Computer Peripherals
722,Order Finished,Sarah Bern,2009-09-05,28,257380,0.04,10295,Office Supplies,Binders & Binder Accessories
725,Order Finished,Mark Cousins,2010-08-23,45,9459700,0.03,283791,Technology,Office Machines
726,Order Finished,Giulietta Weimer,2012-12-25,36,9704100,0.0,0,Furniture,Chairs & Chairmats
727,Order Finished,Patrick O'Brill,2011-06-16,5,140660,0.1,14066,Office Supplies,Paper
729,Order Finished,Daniel Byrd,2010-10-29,9,604100,0.0,0,Technology,Computer Peripherals
732,Order Finished,John Murray,2011-09-04,49,25958200,0.03,778746,Furniture,Chairs & Chairmats
735,Order Finished,Ralph Kennedy,2012-02-17,24,137760,0.0,0,Office Supplies,Binders & Binder Accessories
737,Order Finished,Ralph Kennedy,2011-05-26,44,1647260,0.03,49418,Furniture,Office Furnishings
738,Order Finished,Lena Hernandez,2010-09-20,44,7638840,0.1,763884,Furniture,Chairs & Chairmats
740,Order Finished,Kristina Nunn,2012-07-28,49,5385379,0.03,161561,Technology,Telephones & Communication
742,Order Finished,Vicky Freymann,2010-06-17,4,334740,0.1,33474,Technology,Computer Peripherals
743,Order Finished,Rob Dowd,2010-07-19,40,4810915,0.01,48109,Technology,Telephones & Communication
744,Order Finished,Lena Hernandez,2011-07-04,20,4325633,0.01,43256,Technology,Telephones & Communication
746,Order Finished,Mark Cousins,2012-04-13,9,529260,0.02,10585,Technology,Computer Peripherals
747,Order Finished,Ricardo Emerson,2012-10-25,34,478600,0.06,28716,Furniture,Office Furnishings
748,Order Finished,Liz Price,2009-08-01,50,6151660,0.03,184550,Technology,Computer Peripherals
756,Order Finished,Justin Hirsh,2012-07-21,39,12305040,0.08,984403,Furniture,Chairs & Chairmats
757,Order Finished,Shahid Shariari,2009-04-10,5,40340,0.05,2017,Office Supplies,Pens & Art Supplies
758,Order Finished,Giulietta Weimer,2011-11-18,19,391920,0.1,39192,Technology,Computer Peripherals
760,Order Finished,Ralph Kennedy,2011-02-24,30,557880,0.01,5579,Office Supplies,Paper
765,Order Finished,Khloe Miller,2011-04-08,20,277040,0.03,8311,Office Supplies,Appliances
770,Order Finished,Sally Knutson,2009-08-23,24,9273240,0.1,927324,Furniture,Tables
771,Order Finished,Sally Knutson,2011-08-01,36,10280160,0.06,616810,Furniture,Tables
773,Order Finished,Justin Hirsh,2010-05-06,5,50680,0.1,5068,Office Supplies,Appliances
774,Order Finished,Khloe Miller,2009-10-18,24,530700,0.02,10614,Office Supplies,Paper
777,Order Finished,Giulietta Weimer,2012-05-10,25,1534520,0.07,107416,Technology,Computer Peripherals
778,Order Finished,Heather Jas,2011-07-24,44,147280,0.07,10310,Technology,Computer Peripherals
779,Order Finished,Vicky Freymann,2012-08-30,13,1206694,0.08,96536,Technology,Telephones & Communication
781,Order Finished,Mark Cousins,2009-09-16,8,1015480,0.05,50774,Furniture,Office Furnishings
782,Order Finished,Shahid Hopkins,2011-09-15,47,362260,0.0,0,Office Supplies,Envelopes
783,Order Finished,Khloe Miller,2009-01-22,9,412080,0.0,0,Furniture,Office Furnishings
784,Order Finished,Mark Cousins,2009-11-03,22,1336780,0.07,93575,Furniture,Office Furnishings
785,Order Finished,Mark Cousins,2011-05-28,44,492000,0.1,49200,Office Supplies,Paper
788,Order Finished,Neil Knudson,2010-05-02,44,8521460,0.07,596502,Technology,Office Machines
792,Order Finished,Mark Cousins,2010-12-12,8,32940,0.1,3294,Office Supplies,Binders & Binder Accessories
793,Order Finished,Thomas Brumley,2012-04-26,21,4048057,0.1,404806,Technology,Telephones & Communication
794,Order Finished,Greg Maxwell,2009-08-05,40,8108116,0.09,729730,Technology,Telephones & Communication
796,Order Finished,Shahid Shariari,2012-09-15,29,643900,0.03,19317,Office Supplies,"Scissors, Rulers & Trimmers"
797,Order Finished,Shahid Shariari,2011-07-27,13,2387240,0.08,190979,Furniture,Chairs & Chairmats
798,Order Returned,Tony Chapman,2009-06-25,27,5561760,0.07,389323,Furniture,Office Furnishings
800,Order Returned,Neil Knudson,2011-01-10,13,99480,0.0,0,Office Supplies,Labels
801,Order Finished,Lela Donovan,2012-03-31,21,960780,0.01,9608,Furniture,Office Furnishings
803,Order Finished,Heather Jas,2009-08-28,33,665900,0.05,33295,Furniture,Office Furnishings
804,Order Finished,Justin Hirsh,2009-08-05,42,894720,0.01,8947,Office Supplies,Pens & Art Supplies
805,Order Finished,Rob Dowd,2012-09-05,26,107860,0.04,4314,Office Supplies,Binders & Binder Accessories
806,Order Finished,Justin Hirsh,2011-10-09,9,86520,0.1,8652,Office Supplies,Binders & Binder Accessories
807,Order Finished,Lela Donovan,2010-08-22,44,2381600,0.07,166712,Office Supplies,Binders & Binder Accessories
808,Order Finished,Ralph Kennedy,2012-08-04,42,243300,0.05,12165,Office Supplies,Labels
809,Order Finished,Shahid Shariari,2010-12-14,7,527600,0.0,0,Furniture,Office Furnishings
810,Order Finished,Rob Dowd,2009-12-24,11,3870200,0.01,38702,Furniture,Bookcases
811,Order Finished,Chuck Clark,2010-10-12,45,37551520,0.03,1126546,Technology,Office Machines
812,Order Finished,Giulietta Weimer,2009-01-15,48,895780,0.0,0,Office Supplies,Binders & Binder Accessories
813,Order Finished,Khloe Miller,2011-04-05,12,378380,0.08,30270,Office Supplies,Storage & Organization
814,Order Finished,Shahid Shariari,2012-01-20,28,1395000,0.02,27900,Technology,Office Machines
816,Order Finished,Khloe Miller,2011-10-09,4,397440,0.01,3974,Furniture,Office Furnishings
819,Order Finished,Chuck Clark,2010-04-10,8,368140,0.04,14726,Furniture,Office Furnishings
820,Order Finished,Bill Eplett,2012-08-19,29,1147940,0.05,57397,Office Supplies,Paper
822,Order Finished,Mark Cousins,2009-11-20,29,1687100,0.08,134968,Office Supplies,Paper
823,Order Finished,Lena Hernandez,2012-09-16,40,521920,0.09,46973,Office Supplies,Paper
825,Order Finished,Khloe Miller,2010-07-21,16,121520,0.03,3646,Furniture,Office Furnishings
827,Order Finished,Tony Chapman,2011-01-10,8,55327840,0.05,2766392,Technology,Copiers & Fax
829,Order Finished,Shahid Hopkins,2012-05-30,49,2403868,0.03,72116,Technology,Telephones & Communication
831,Order Returned,Bill Eplett,2009-09-04,25,636280,0.01,6363,Office Supplies,Paper
832,Order Finished,Patrick O'Brill,2010-08-26,5,354100,0.0,0,Technology,Computer Peripherals
835,Order Returned,Marc Harrigan,2009-03-18,23,260320,0.1,26032,Office Supplies,Paper
837,Order Finished,Khloe Miller,2011-09-11,4,207800,0.07,14546,Furniture,Office Furnishings
838,Order Finished,Tony Chapman,2011-02-03,35,2655180,0.05,132759,Office Supplies,Pens & Art Supplies
839,Order Finished,Ralph Kennedy,2011-02-15,44,363220,0.03,10897,Office Supplies,Binders & Binder Accessories
840,Order Finished,Trudy Schmidt,2012-03-01,36,2871900,0.05,143595,Technology,Computer Peripherals
841,Order Finished,Gene Hale,2009-08-10,19,293260,0.01,2933,Office Supplies,Paper
845,Order Finished,Greg Maxwell,2010-09-17,48,24145800,0.04,965832,Furniture,Chairs & Chairmats
846,Order Finished,Marc Harrigan,2009-07-03,34,6838301,0.0,0,Technology,Telephones & Communication
848,Order Finished,Kristina Nunn,2009-09-23,16,260220,0.03,7807,Technology,Computer Peripherals
849,Order Finished,Chuck Clark,2011-10-02,24,476500,0.05,23825,Office Supplies,Storage & Organization
853,Order Finished,Vicky Freymann,2011-01-07,27,1668125,0.01,16681,Technology,Telephones & Communication
855,Order Finished,Justin Hirsh,2011-08-03,42,987120,0.06,59227,Technology,Office Machines
857,Order Finished,Liz Price,2010-08-26,44,420920,0.03,12628,Office Supplies,Binders & Binder Accessories
861,Order Finished,Justin Hirsh,2010-02-17,11,1117240,0.03,33517,Office Supplies,Appliances
862,Order Finished,Lena Hernandez,2011-02-01,21,1112900,0.08,89032,Furniture,Chairs & Chairmats
864,Order Finished,Kristina Nunn,2009-01-10,31,4274200,0.05,213710,Furniture,Bookcases
866,Order Finished,Justin Hirsh,2010-03-07,20,1715900,0.08,137272,Technology,Computer Peripherals
868,Order Returned,Paul Mac Intyre,2009-09-11,36,201360,0.0,0,Office Supplies,Pens & Art Supplies
869,Order Finished,Patrick O'Brill,2010-10-12,22,1692700,0.04,67708,Office Supplies,Paper
870,Order Finished,Mike Vittorini,2011-06-19,44,885440,0.07,61981,Furniture,Office Furnishings
871,Order Finished,Liz Price,2012-11-07,6,45560,0.01,456,Office Supplies,Labels
875,Order Finished,Chuck Clark,2011-03-21,29,175360,0.03,5261,Office Supplies,Labels
876,Order Finished,Sarah Bern,2010-05-11,23,289100,0.07,20237,Office Supplies,Paper
877,Order Finished,Kristina Nunn,2012-02-06,13,151780,0.09,13660,Office Supplies,Paper
878,Order Finished,Matt Abelman,2010-12-28,43,1172220,0.11,128944,Furniture,Office Furnishings
879,Order Finished,Sarah Jordon,2011-09-08,42,150280,0.05,7514,Office Supplies,Pens & Art Supplies
883,Order Finished,Art Ferguson,2010-12-29,40,861760,0.05,43088,Office Supplies,Envelopes
884,Order Finished,Jack O'Briant,2011-04-30,7,164120,0.07,11488,Office Supplies,Binders & Binder Accessories
887,Order Finished,Steve Carroll,2011-07-03,7,255480,0.04,10219,Technology,Computer Peripherals
888,Order Finished,Scott Williamson,2010-02-22,50,650480,0.05,32524,Office Supplies,Binders & Binder Accessories
889,Order Finished,Dennis Bolton,2011-11-30,40,3530100,0.05,176505,Office Supplies,Binders & Binder Accessories
890,Order Returned,Sean Wendt,2010-08-13,4,25600,0.0,0,Office Supplies,Pens & Art Supplies
900,Order Finished,Sally Matthias,2011-10-22,5,441575,0.09,39742,Technology,Telephones & Communication
903,Order Finished,Chad Sievert,2012-10-28,47,1413360,0.1,141336,Office Supplies,Pens & Art Supplies
908,Order Finished,Ivan Liston,2012-01-19,16,3369920,0.08,269594,Office Supplies,Storage & Organization
909,Order Finished,Brad Norvell,2009-06-25,1,319020,0.04,12761,Furniture,Chairs & Chairmats
911,Order Returned,Michael Granlund,2009-08-04,34,5121180,0.07,358483,Technology,Computer Peripherals
916,Order Returned,Charles Sheldon,2010-03-08,37,11221680,0.07,785518,Technology,Office Machines
917,Order Finished,Mike Kennedy,2010-11-04,36,550120,0.05,27506,Office Supplies,Paper
919,Order Finished,Sally Matthias,2009-02-13,45,7398440,0.05,369922,Technology,Office Machines
921,Order Finished,Art Ferguson,2011-03-12,42,902640,0.04,36106,Furniture,Office Furnishings
922,Order Finished,Brian Derr,2012-03-28,27,9783720,0.02,195674,Office Supplies,Appliances
928,Order Finished,Darren Koutras,2012-05-19,32,270400,0.02,5408,Office Supplies,Labels
